"","date","gdp","gdph","jgdp","c","ch","jc","jgf","jgs","jgse","jgsi","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gfeghhx","gfeghdx","gfeigx","gfsub","gssub","gsub","gftfpe","gftfpr","gftfpp","gftfpv","gfsubp","gfsubg","gfsube","gfsubs","gfsubf","gfsubv","gfsubk","gfegc","gfege","gfegv","yptue","yptup","yptuc","gftfpu","yptolm","ui","pcw","gdppothq","gdppotq","recessq","lasgova","lalgova","cpgs","cpiu_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptCurrentLaw_g","gftfp_g","yptu_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g_g","cola_rate_g","gftfp_before_cola_g","health_ui_g","gftfp_noCOLA_g","gfrpt_g_g","gfrpri_g_g","gfrcp_g_g","gfrs_g_g","yptmr_g_g","yptmd_g_g","gfrptCurrentLaw_g_g","jgf_g","jgs_g","jc_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","yq","unemployment_insurance_override","federal_unemployment_insurance_override","state_unemployment_insurance_override","fshare","historical","forecast_period","gftfpnet_g","gstfp_g","gstfpnet_g","gfeghhx_g","gfeghdx_g","gfsub_g","gssub_g","gfeg_g","gfeigx_g","jgsi_g","jgse_g","gdp_g_cumulative_growth","gdph_g_cumulative_growth","jgdp_g_cumulative_growth","gdppotq_g_cumulative_growth","gdppothq_g_cumulative_growth","g_g_cumulative_growth","gf_g_cumulative_growth","gs_g_cumulative_growth","jgf_g_cumulative_growth","jgs_g_cumulative_growth","jgse_g_cumulative_growth","jgsi_g_cumulative_growth","gfeg_g_cumulative_growth","gfeghhx_g_cumulative_growth","gfeghdx_g_cumulative_growth","gfeigx_g_cumulative_growth","gfrpt_g_cumulative_growth","gsrpt_g_cumulative_growth","gfrs_g_cumulative_growth","gsrs_g_cumulative_growth","gfrcp_g_cumulative_growth","gsrcp_g_cumulative_growth","gfrpri_g_cumulative_growth","gsrpri_g_cumulative_growth","gftfp_g_cumulative_growth","gstfp_g_cumulative_growth","yptmd_g_cumulative_growth","yptmr_g_cumulative_growth","gssub_g_cumulative_growth","gfsub_g_cumulative_growth","c_g_cumulative_growth","jc_g_cumulative_growth","gdp_forecast","gdph_forecast","jgdp_forecast","gdppotq_forecast","gdppothq_forecast","g_forecast","gs_forecast","gf_forecast","jgf_forecast","jgs_forecast","jgse_forecast","jgsi_forecast","gfeg_forecast","gfeghhx_forecast","gfeghdx_forecast","gfeigx_forecast","gfrpt_forecast","gsrpt_forecast","gfrs_forecast","gsrs_forecast","gfrcp_forecast","gsrcp_forecast","gfrpri_forecast","gsrpri_forecast","gftfp_forecast","gstfp_forecast","yptmd_forecast","yptmr_forecast","gssub_forecast","gfsub_forecast","c_forecast","jc_forecast","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet"
"88",1991-12-31,6264.5,9421.6,66.476,4000,6048.2,66.14,60.211,51.572,50.795,55.026,122.5,112.5,29.4,682.3,24.2,598.7,471.5,113.1,1308.8,440.6,66.136,577.4,731.4,958.8,1418.2,469.2,64.2,89.5,428.4,479.1,132.9,129.5,407.3,23.6,12.2,203.2,947,NA,NA,20.612,27.7,0.4,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.733333333333,135.733333333333,9779.4,6502.4,-1,4354.33333333333,11139.3333333333,99221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.609874371,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6108667375,43.8891332625,64.2891332625,134.5891332625,547.7108667375
"89",1992-03-31,6363.1,9534.3,66.743,4100.4,6161.4,66.555,60.299,51.94,51.274,54.882,127.2,108.3,39.7,710.5,25,588.9,476.4,125,1326.4,452.5,66.55,580.3,746.1,962.4,1436.5,461.3,63.6,99.8,439.9,500.3,136.2,127.6,412.8,25.2,12.6,210.2,959.3,NA,NA,21.388,28.2,0.4,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.666666666667,136.533333333333,9839.7,6566.9,-1,4372,11199,106368.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.634111623,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6742887709,39.6257112291,67.5257112291,141.5257112291,568.9742887709
"90",1992-06-30,6470.8,9637.7,67.141,4155.7,6203.2,66.998,60.519,52.56,51.972,55.142,131,115.4,41.2,729.1,25.8,607.2,481.2,126.8,1334.8,458.1,66.992,580.9,753.9,959.9,1434.4,470.2,63.1,102,445.1,509.3,139,136.9,418.2,24.7,13,219.8,975.2,NA,NA,22.8,28.8,0.4,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.733333333333,137.566666666667,9900.9,6647.5,-1,4395.66666666667,11238,103446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.634111623,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1764812942,42.2235187058,65.8235187058,146.6235187058,582.4764812942
"91",1992-09-30,6566.6,9733,67.462,4227,6269.7,67.425,61.047,52.948,52.416,55.254,134.5,120.6,39.6,741.3,26.4,616.2,486,122.1,1354,461.2,67.419,594.2,759.8,973.4,1435,479.4,61.9,98.9,447.9,515.9,145,136.8,424.1,23.2,13.3,225.4,988.2,NA,NA,22.288,30,0.4,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.8,138.7,9963.6,6722.2,-1,4425.33333333333,11306.6666666667,99580.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.634111623,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4738617338,44.1261382662,68.5261382662,148.9261382662,592.3738617338
"92",1992-12-31,6680.8,9834.5,67.937,4307.2,6344.4,67.895,61.43,53.309,52.8,55.506,137.7,120.8,38,746,26.8,638.9,489.9,131.6,1362.8,456.5,67.889,598.4,764.4,974.1,1433.9,499,64.6,107.2,442.9,523.1,146.5,140,425.3,24.4,13.6,223,991.3,NA,NA,23.064,31.8,0.4,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.033333333333,139.8,10027.2,6811.7,-1,4438,11319.6666666667,98022.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.634111623,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6006840584,44.1993159416,69.8993159416,146.3993159416,599.7006840584
"93",1993-03-31,6729.5,9851,68.341,4349.5,6368.8,68.299,61.584,53.62,53.088,55.919,143.4,124.4,35.1,766.5,28,617,489.7,136.4,1351.8,475.9,68.294,580.3,771.5,942.2,1438.9,480.3,62.2,111.5,462.1,542.5,148.8,136.7,427.5,24.8,13.8,224,1001.1,78.072,73.888,21.784,35.1,0.4,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.066666666667,140.766666666667,10091.8,6894,-1,4456,11366.6666666667,102495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.628905069,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.888,50.512,74.912,150.112,616.388
"94",1993-06-30,6808.9,9908.3,68.744,4418.6,6426.7,68.758,61.855,53.936,53.402,56.245,144.7,124.8,35.5,771.7,28.3,643.5,497.6,148.7,1359.1,476.4,68.753,576.7,782.3,932.3,1450.6,505.3,64.8,121.9,462.4,546.5,151.4,138.3,432.8,26.8,14.1,225.2,1011.6,80.831,76.036,22.472,37.2,0.4,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.1,141.733333333333,10158.1,6980.6,-1,4478,11407.6666666667,111962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.628905069,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.036,48.764,75.364,149.164,622.536
"95",1993-09-30,6882.1,9955.6,69.089,4487.2,6498.2,69.057,62.303,54.09,53.576,56.302,147.5,135.2,35.5,786.3,28.7,659.2,504.9,140.7,1367.4,481,69.052,578.7,788.7,928.8,1458.2,515.6,65.4,115.5,466.8,550.2,157.2,143.6,439.5,25.2,14.2,236.1,1028.1,85.251,80.604,24.884,37.3,0.4,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.766666666667,142.333333333333,10225.2,7068.5,-1,4496,11483,116124.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.628905069,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.604,54.596,76.596,155.496,630.804
"96",1993-12-31,7013.7,10091,69.495,4552.7,6555.3,69.455,62.861,54.362,53.85,56.565,151.6,136,33.2,791.3,29.2,675.3,520.3,171.9,1381.4,485.2,69.45,584.9,796.5,930.4,1465.3,529.5,73.1,141,470.8,556.4,165.5,145.8,447.2,30.8,14.4,234.9,1036.1,88.178,84.1,24.764,35.7,0.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.966666666667,143.433333333333,10293.3,7154.3,-1,4515,11520.6666666667,118029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.628905069,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1,51.9,81.4,150.8,640.5
"97",1994-03-31,7115.7,10189,69.851,4621.2,6630.3,69.704,63.15,54.807,54.301,56.978,156.9,136.6,28,805.3,30.1,673.7,531.5,149.5,1373.4,500.4,69.699,567,806.3,897.9,1471.3,526.7,75.5,122.4,485.8,573.8,162.4,146.9,456,27.1,14.6,231.6,1046.6,84.002,78.948,23.632,33.2,0.4,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.7,144.033333333333,10362.2,7236.6,-1,4523.66666666667,11591.3333333333,111803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.603002663,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.948,57.652,83.452,152.652,652.748
"98",1994-06-30,7246.9,10327,70.184,4683.2,6681.8,70.093,63.679,55.111,54.617,57.225,162.2,137.1,24.4,810.1,30.7,697.8,544.4,158,1389.4,507.6,70.088,569.4,820,894.1,1488.1,555.9,78.6,129.3,493,581.8,164.9,141.9,465.8,28.7,14.6,228.3,1060.5,86.255,81.772,23.952,32,0.3,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.533333333333,144.866666666667,10431.5,7320.2,-1,4555.33333333333,11672.3333333333,113545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.603002663,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.772,55.328,83.128,146.528,663.572
"99",1994-09-30,7331.1,10387.4,70.558,4752.8,6732.8,70.596,64.045,55.593,55.095,57.726,167.1,136.2,22.1,813.6,31.2,695.4,550.5,173.8,1423.4,513.6,70.591,586.5,836.9,915.8,1505.6,544.2,80.5,142.4,499,587.9,167.3,151.2,470,31.4,14.5,225.8,1077.4,87.978,82.892,25.152,31.6,0.3,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.9,146.4,10502,7412,-1,4600,11710.3333333333,118942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.603002663,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.892,53.308,84.408,142.908,670.792
"100",1994-12-31,7455.3,10506.4,70.952,4826.7,6805.6,70.927,64.571,56.065,55.565,58.207,171.6,147.8,21.3,833.8,31.6,705.4,554.6,183.6,1422.9,521.1,70.923,575.8,847.1,891.7,1511.1,553.4,81.4,150.9,506.8,596.8,172.8,152,473.3,32.7,14.4,237,1100.7,89.829,85.54,26.476,31.9,0.3,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.766666666667,147.266666666667,10573.5,7502.9,-1,4626.33333333333,11752,117294.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.603002663,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.54,62.26,87.26,151.46,682.34
"101",1995-03-31,7522.3,10543.6,71.356,4862.4,6822.5,71.274,65.115,56.378,55.821,58.788,175.7,152.5,20.9,857.9,31.9,724.6,555.3,187.8,1437.6,528.2,71.27,579.1,858.5,889.2,1522.9,567.7,76.6,155.3,514.2,616.7,175.6,156.9,478.8,32.5,14,241.3,1118.5,95.218,90.524,27.744,33.6,0.3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.866666666667,148.333333333333,10645.4,7595,-1,4649.66666666667,11791.3333333333,116848.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.593288785,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.524,61.976,85.076,150.776,707.224
"102",1995-06-30,7581,10575.1,71.706,4933.6,6882.3,71.689,65.549,56.806,56.251,59.208,179.6,152.5,21.6,865.6,32.3,746.8,553.6,184.4,1452.9,532.7,71.685,581,871.9,886.2,1534.9,594.4,75.7,153.1,519,623.3,174.8,152.4,477.9,31.3,13.7,242.3,1132.8,94.484,90.54,28.028,34.3,0.3,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.1,149.5,10718.4,7683.7,-1,4643,11828.6666666667,124434.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.593288785,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.54,61.96,84.26,151.76,713.84
"103",1995-09-30,7683.1,10665.1,72.027,4998.7,6944.7,71.981,65.888,57.04,56.464,59.535,183.2,152.7,22,870.7,32.9,752.2,558.9,191,1455.7,538.1,71.978,579.3,876.3,879.1,1536.4,591.5,75.4,159.1,524.6,628,175.8,160.7,483.5,31.9,13.5,242.7,1136.8,93.858,89.28,26.448,34.8,0.3,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.866666666667,150.166666666667,10792,7774.5,-1,4623.66666666667,11868,125240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.593288785,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.28,63.42,86.52,153.42,717.28
"104",1995-12-31,7772.6,10737.5,72.367,5055.7,6993.1,72.298,66.798,57.258,56.656,59.878,186.5,140.7,22.5,864.6,33.5,770,563.8,187.1,1451.6,543.1,72.294,567.3,884.3,849.1,1544.4,607.6,74.5,156.2,529.9,633.3,171.7,162.4,489.3,30.9,13.2,231.3,1131.2,92.181,87.568,26.816,35.2,0.3,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.7,151,10867.2,7866.5,-1,4624.66666666667,11923,127572.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.593288785,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.568,53.132,84.132,143.732,720.868
"105",1996-03-31,7868.5,10817.9,72.7,5130.6,7057.6,72.7,66.955,57.83,57.281,60.199,189.6,151.3,23,893.2,34,801.7,570.4,194.3,1471.3,545.9,72.696,579.8,891.5,865.9,1541.6,636.4,72.6,162.4,532.9,652,177.1,165.3,497.8,31.9,13,241.2,1145.1,94.539,88.772,29.136,35.2,0.3,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.066666666667,152.4,10943.8,7960.1,-1,4621.33333333333,11966,126179.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.598665966,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.772,62.528,88.328,152.428,740.772
